pair_id,leader_id,follower_id,start_frame,end_frame,lane_id,duration_seconds,mean_spacing,std_spacing,min_spacing,max_spacing,mean_speed_diff,std_speed_diff,min_speed_diff,max_speed_diff,mean_time_headway,std_time_headway,min_time_headway,max_time_headway
11,101.0,113.0,719,992,1,27.400000000000002,28.325830255474447,7.019719234746007,17.780900000000003,36.779480000000035,0.40834594890510945,1.422701114310334,-2.65681,3.8406599999999997,2.13084260564907,0.3480588166795795,1.4870242549829302,2.802705907738727
12,113.0,120.0,738,1013,1,27.6,29.29488061594203,5.925588851658233,22.02707000000001,37.80808000000002,0.30683333333333335,1.2800482130256066,-3.01239,3.4903200000000005,2.226370988761059,0.19436628102058814,1.7922094499869048,2.71665182381344
13,120.0,125.0,753,1033,1,28.1,17.804549679715304,6.467014420139709,10.290729999999996,28.32519000000002,0.28324455516014246,1.4015513691145234,-3.1271900000000006,3.1731499999999997,1.303477285451738,0.23106255417241717,0.998095681328178,1.7780529788471442
14,125.0,143.0,788,1047,1,26.0,49.30006746153845,10.466491618772944,38.46517,75.44164,1.093021846153846,1.7855571947097266,-1.9641199999999994,4.2432300000000005,3.9320569071657396,0.3875801565437682,3.2813698024728324,4.932438051650867
15,158.0,166.0,837,1127,1,29.1,29.562849725085915,4.996392785414445,19.817480000000018,37.19382999999999,0.12179027491408939,1.6786675731218446,-3.9644999999999992,3.1873500000000003,2.369040775999612,0.2260686289152923,1.9707983768824875,2.7497785794172582
16,166.0,182.0,867,1153,1,28.700000000000003,41.859475156794424,8.450888223820161,31.423969999999983,55.53388000000001,0.12941439024390244,1.8322840063693058,-4.2655899999999995,3.0240600000000004,3.426100375746949,0.6036826824707267,2.2915652666872663,4.510803717301563
17,182.0,191.0,893,1184,1,29.200000000000003,30.285942602739727,6.5667184380522645,20.7825,41.31804999999997,-0.2133469520547944,1.901432370427141,-4.423399999999999,2.96551,2.408486703201392,0.2644609096836442,1.9687892794012078,3.159333269105893
18,191.0,194.0,919,1204,1,28.6,31.040553321678324,10.348956722871419,10.633889999999994,49.00247000000002,1.2848293356643357,1.543666780072438,-2.412839999999999,5.182180000000001,2.6756736746258922,0.3659684439678353,1.3372631721910762,3.205540301917242
19,194.0,204.0,932,1235,1,30.400000000000002,36.24639983552631,14.87087438749547,19.80353000000001,71.07046000000003,1.1178351644736841,2.4977247800078186,-7.887919999999999,5.026999999999999,3.292876075006897,1.0107118028174467,1.8562986867475828,5.421051965524521
20,204.0,206.0,952,1280,1,32.9,20.867303343465046,2.964459400358765,16.113929999999982,30.233129999999996,-0.130596170212766,1.278396544558983,-3.07081,3.564259999999999,1.8904077915748851,0.38347213459521867,1.1946173022690654,2.604788047455547
21,206.0,218.0,996,1298,1,30.3,28.037281122112216,7.769170724281819,19.516620000000046,53.69805,-1.0906343564356435,1.6376592338034033,-5.21603,1.9589800000000004,2.289078712981962,0.6994255416375295,1.3618905539496462,3.8278072853587832
22,218.0,233.0,1015,1311,1,29.700000000000003,25.829942828282828,4.4110726156758115,18.90246000000002,35.63213999999999,0.3127390909090909,1.3060212701188587,-3.411339999999999,2.8374299999999995,2.106149918746849,0.21452635294151123,1.6223519451523887,2.5828929196355483
23,233.0,236.0,1046,1335,1,29.0,27.375874724137933,4.771764344056873,19.093579999999974,41.46377,-0.3845328620689654,2.1050667481568373,-5.381420000000002,3.5168,2.1858187439590635,0.4084627988522508,1.3545409961765371,2.965198217567811
24,236.0,243.0,1064,1360,1,29.700000000000003,23.0199737037037,4.206684356294317,16.484079999999977,30.516079999999988,-0.27289848484848483,1.5203294695436986,-3.09605,3.625070000000001,1.793589871208409,0.19514332335213114,1.507307355453775,2.2617942825121187
25,243.0,250.0,1080,1376,1,29.700000000000003,20.362472491582494,1.2373950846256605,18.13851999999997,23.337399999999995,-0.14123043771043775,1.0140810396674123,-2.1600800000000007,1.8456700000000001,1.5965942400060154,0.13729337533334432,1.2437646298132665,1.8428168206941684
26,250.0,256.0,1095,1389,1,29.5,24.049594847457627,2.349456933042814,20.360870000000006,29.82008000000002,0.16163898305084748,1.2122186819103742,-2.7130799999999997,2.7286699999999993,1.8988156415022654,0.13663401472005696,1.5732075027884067,2.112294565133569
27,256.0,263.0,1117,1407,1,29.1,23.61582381443299,2.9205349156234166,19.486609999999985,29.172750000000008,0.0661018556701031,1.2600950191357998,-3.2379300000000004,2.2713099999999997,1.8417602738790126,0.1324005570458909,1.5608155633775032,2.150493655084984
28,263.0,266.0,1137,1426,1,29.0,27.18373893103448,4.066018043260577,20.726730000000032,36.92824999999999,-0.1883420689655171,1.6664980847788518,-4.443539999999999,2.9101800000000004,2.0946239293096265,0.30153680608834416,1.432295536698813,2.6288488110171007
29,266.0,278.0,1154,1441,1,28.8,30.649947361111117,7.072905495764128,22.102510000000002,43.78441000000004,0.6074330902777778,1.4043486896187332,-2.2676999999999996,4.472809999999999,2.435132879215132,0.39100694498901273,1.7496849341528213,3.1756559380322407
30,278.0,284.0,1174,1467,1,29.400000000000002,24.105801632653062,4.7997215858127005,16.77453,34.98744999999997,0.3818107142857142,1.3316884054168223,-2.820309999999999,2.599500000000001,1.9335206395466518,0.2619160465910524,1.4156475183914654,2.524333805255245
31,692.0,697.0,2282,2483,1,20.200000000000003,27.43990504950495,1.9631679052105453,25.092959999999948,35.23251,-0.32840207920792064,1.6445162627529846,-5.394290000000002,2.8913400000000014,1.4989819225193157,0.12233990623086749,1.2811860568062157,1.8051732796955366
32,697.0,707.0,2297,2497,1,20.1,27.260850348258707,3.1238625930015864,16.52170000000001,32.421350000000004,-0.7767003980099504,1.6500647540165214,-4.647690000000001,1.876339999999999,1.4636299899853777,0.18208182687569993,0.8577933304604718,1.6784706424476712
33,724.0,729.0,2375,2585,1,21.1,28.86656786729858,3.736866274165169,23.45559,34.00083999999998,0.26616677725118487,1.1357221321565334,-2.177940000000003,3.7933699999999995,1.6605099027504016,0.2093480804714613,1.329201554068878,1.991545673261756
34,729.0,738.0,2388,2603,1,21.6,24.636765509259256,3.3135152356824507,20.48966,31.17295999999999,0.2726536574074074,0.9945018512114555,-1.9865700000000004,2.5026800000000016,1.4404183842915292,0.17755418080140545,1.1142845543308366,1.8135581625618415
35,744.0,747.0,2414,2646,1,23.3,15.975754721030041,3.5517288310789747,10.448190000000011,26.455689999999997,-0.6560591416309013,1.502632129585257,-3.3817500000000003,3.54401,0.9594568469974288,0.19619228790352033,0.5742085677966526,1.3379533358242444
36,747.0,751.0,2427,2653,1,22.700000000000003,24.63941726872247,2.691998010839597,18.87208000000001,27.92982999999998,0.009559603524229085,1.490932075249645,-3.042729999999999,2.71983,1.5027425979072428,0.1645429352640019,1.1965682602098442,1.7581912140985587
37,767.0,777.0,2500,2704,1,20.5,52.2380192195122,3.258847939808414,46.58659,58.93834999999999,-0.09708595121951226,1.3777029929534435,-2.837460000000002,2.5645999999999987,3.1546692789754593,0.3454970201166213,2.433437791595445,3.7753449266981525
38,777.0,776.0,2509,2741,1,23.3,17.862724206008586,1.643851481976671,15.419400000000053,21.02510000000001,-0.07178437768240346,0.7993091521696779,-1.7474799999999995,2.118339999999998,1.1029146240054435,0.12461400995770251,0.9320675017421559,1.361693009954968
39,776.0,784.0,2521,2754,1,23.400000000000002,25.849484999999998,1.6571131231449951,22.328490000000045,28.86031,0.02842893162393154,1.0323931400839743,-1.6797699999999995,2.317259999999999,1.6323711089995483,0.18360905635701366,1.1954608974935934,1.8789364265789215
40,784.0,807.0,2558,2770,1,21.3,40.71520159624413,10.564753059650812,31.244010000000003,70.59154,-1.7913378403755869,2.022875401454894,-6.81373,1.7100399999999993,2.328651794281845,0.23803056147609591,2.056126226261996,2.9973394362967802
41,807.0,823.0,2591,2792,1,20.200000000000003,30.192851039603962,17.698448996093028,14.099880000000041,73.7033,-2.8507201485148514,2.8344036620504545,-8.099810000000002,1.309470000000001,1.4744565250540642,0.5445624353768107,0.8790271263502176,2.6762035883507003
42,891.0,897.0,2768,2972,1,20.5,34.88461424390245,2.0301297060549763,31.545950000000005,37.863440000000026,0.04514839024390248,0.979730986241031,-2.6582700000000017,2.3436200000000014,1.9458744685527685,0.09482784649379675,1.716928901827013,2.145123148760496
43,910.0,912.0,2824,3028,1,20.5,45.142550634146346,7.0781315774879,33.386729999999986,53.171310000000005,0.5106250731707318,1.7456297548546125,-3.8548799999999996,3.84474,2.662527236409174,0.33921179301575827,1.9115952758243742,3.0474243190436523
44,912.0,917.0,2841,3059,1,21.900000000000002,21.78993885844749,4.134095603729922,17.94822000000005,33.09865,-0.651563105022831,1.212886416511242,-3.3786200000000015,2.511400000000002,1.2539403952465187,0.24735435144701648,1.0476142669445823,1.970538959974544
45,917.0,924.0,2861,3069,1,20.900000000000002,45.427262344497606,5.117454128237786,35.76079,51.243629999999996,0.42332483253588526,1.282715930734059,-1.939099999999998,2.7463099999999976,2.6893028190729615,0.23252032399069858,2.0617456438708457,3.0090012073565915
46,924.0,932.0,2874,3096,1,22.3,19.201366188340806,2.0750961473661227,15.248499999999993,22.610370000000003,-0.2893226905829596,1.2842307635846275,-3.877550000000001,1.6658500000000007,1.116276813286219,0.10245082383970969,0.884820312551303,1.2688692063028446
47,932.0,933.0,2890,3104,1,21.5,26.54621265116279,1.5584468769485367,24.29271,31.075139999999998,-0.2091859534883721,1.0250710494009205,-2.4323200000000025,2.870009999999999,1.532543757974082,0.12868875655304646,1.3199930000132265,1.9354564165358168
48,933.0,957.0,2910,3118,1,20.900000000000002,45.95283564593302,10.692639084394788,34.11673000000002,62.71850999999998,1.3614744019138754,1.1394821672094209,-0.5571799999999989,3.612449999999999,2.821665827737191,0.5031449782586216,2.0279632713778457,3.5668130018684128
49,957.0,977.0,2939,3152,1,21.400000000000002,50.68507771028037,2.93541120449689,45.197689999999994,54.96646000000004,0.39640738317757,0.7162545672132917,-1.5108099999999993,2.4458599999999997,3.148545646226426,0.1754434086547167,2.7251698925383843,3.4011476620088366
50,977.0,3366.0,2959,3181,1,22.3,33.86948417040359,4.521157667163935,26.71663000000001,40.97577000000001,0.4649134977578477,1.1073205324579747,-3.3324800000000003,2.5921299999999974,2.0922226738875245,0.14157811425339675,1.652643023427421,2.3303526540312767
51,994.0,1001.0,2996,3232,1,23.700000000000003,18.181579789029538,1.5738159941822398,15.33332999999999,22.75269,-0.21281873417721525,0.8444219044519327,-2.0629199999999983,1.5557499999999997,1.1362885237842688,0.14679272275339633,0.8721350505345269,1.4614262046600166
52,1001.0,1006.0,3016,3243,1,22.8,28.669516315789476,1.7184968444602275,25.748700000000014,31.622330000000034,-0.17871504385964912,0.8797782889463196,-2.0016799999999986,1.6605099999999986,1.7565216233063283,0.06731795678609201,1.5763166537108677,2.0022088506844953
53,1006.0,1019.0,3051,3261,1,21.1,57.2465917535545,1.8255487302633486,50.44200999999998,60.11915000000002,-0.21156706161137417,1.0531280342935814,-3.8937299999999997,1.5763700000000007,3.4911368542825354,0.36448921462212425,2.6168528151576345,4.138014900098543
54,1019.0,1036.0,3076,3289,1,21.400000000000002,56.036335093457936,12.532271894753624,36.32647,72.15917999999999,1.6466481308411212,1.3491182031467543,-1.1192600000000006,4.675549999999999,3.6210332796504345,0.5559015752584474,2.4334465320338925,4.26606395281711
55,1036.0,1050.0,3127,3331,1,20.5,48.652190048780476,10.159208842162544,27.24547000000001,62.53766,-1.721007463414634,1.3753120498710083,-4.217880000000001,1.6436899999999994,2.8241515872543417,0.8778650767814072,1.3773889665185755,4.672038142709436
56,1058.0,1072.0,3166,3383,1,21.8,32.54712174311926,4.639118553727844,24.809340000000006,37.39639,0.5642881192660549,1.1247727423757288,-2.0550999999999995,4.023550000000002,1.9499320094098116,0.14852819989100086,1.671693256202685,2.286498528428144
57,1087.0,1101.0,3233,3433,1,20.1,37.235567114427866,17.024111718686417,17.048729999999992,65.33476999999999,2.2517760199004977,1.8638562790698054,-2.2929600000000008,5.31908,2.1372377837653254,0.6791737129792272,1.2492022093875326,3.238178522990268
58,1101.0,1112.0,3254,3463,1,21.0,35.39696157142857,5.106447784785604,28.40137,44.305030000000045,0.7122320952380954,1.0005144811347668,-1.0421200000000006,2.83183,2.099610307372935,0.10124569689724548,1.9181280381308843,2.5561435639698726
59,1112.0,1116.0,3271,3483,1,21.3,23.469274507042257,1.0379787142793706,21.713880000000003,26.541979999999967,0.20439788732394365,0.9160518383878973,-1.4682299999999984,2.0020099999999985,1.3731119914417242,0.20159926624026173,1.092094278466072,1.831014400643861
60,1116.0,1127.0,3295,3496,1,20.200000000000003,43.65072752475248,7.0608071834725115,32.05073,51.58121,0.6306043564356436,1.5878830567241142,-2.242190000000001,3.813509999999999,2.5129970722061397,0.25305805052567476,2.051043240610009,2.9575558772850514
61,1127.0,1129.0,3310,3518,1,20.900000000000002,33.347679330143535,10.442152808743456,20.02745999999999,52.41835999999995,1.5396383253588515,1.0638833417491145,-0.7175000000000011,4.4826000000000015,1.9622582765927503,0.3457564511905027,1.3573494238835684,2.6814954493353804
62,1129.0,1143.0,3339,3544,1,20.6,56.64424077669902,11.115714792160933,37.60343,70.80559,1.3496348058252428,1.484664852603779,-2.5252199999999974,2.96157,3.5045791202228593,0.29170900234518754,2.597075967863245,3.8802948356722378
63,1143.0,1148.0,3357,3575,1,21.900000000000002,34.55818785388128,12.138601617791997,20.932699999999997,61.75781999999998,1.6767936073059362,1.874777783678307,-3.60196,5.32939,2.1885938739850563,0.5148217668398761,1.4906145086109004,3.2806915093960773
64,1148.0,1156.0,3377,3608,1,23.200000000000003,32.463732801724134,4.67411186933811,24.228899999999996,38.11828000000003,0.39937370689655183,1.0283005246811532,-2.6319899999999983,1.9094100000000012,2.0754563167043822,0.11970152843881476,1.726003480812263,2.2899177682750986
65,1156.0,1159.0,3390,3627,1,23.8,19.563303193277314,3.5342091907877546,14.824669999999998,27.124250000000018,0.3371269747899161,1.170953746383622,-3.9123,2.2940999999999967,1.2422970410185044,0.09728778416254684,1.035962278453214,1.4383814804523203
66,1159.0,1164.0,3435,3641,1,20.700000000000003,36.47371623188406,7.580388797631192,27.631100000000004,59.55316,-1.5772254106280192,1.9920344854613696,-7.46912,1.1015000000000015,2.038730251226776,0.4567270553323787,1.4139275788822998,2.949101846817268
67,1190.0,1196.0,3533,3733,1,20.1,18.267184776119404,0.7939740653264559,17.20042000000001,21.014940000000003,-0.0957776616915423,1.0135106685882953,-2.4337799999999987,1.8501499999999993,0.9635134003042274,0.04244930123754422,0.8778079140368005,1.0541983639343868
68,1325.0,1331.0,3979,4194,1,21.6,25.56125925925926,2.2954187566946382,22.65379999999999,30.847159999999974,0.2701048611111111,0.971274773832469,-2.539629999999999,2.111370000000001,1.4956252110361699,0.1280893461592811,1.226787497395889,1.719551913212665
69,1331.0,1337.0,4000,4211,1,21.200000000000003,32.50506004716981,2.818664488232355,26.51800000000003,38.691919999999996,-0.17050990566037733,1.4438934752295158,-3.1714400000000005,2.8213399999999993,1.8938464799031567,0.15253919529480306,1.5006460102022585,2.0900277979953876
70,1337.0,1342.0,4021,4230,1,21.0,31.84944138095238,3.2523826915811536,26.526830000000018,38.07724,-0.3179460476190476,1.6129540936239284,-4.094560000000001,2.3663099999999986,1.822517771034737,0.17073220686297863,1.4839741259064876,2.136965044055281
71,1342.0,1349.0,4043,4248,1,20.6,39.81694514563107,2.3971607276422273,35.44358,43.34482,-0.3577790291262136,1.1257987253928408,-3.0269799999999982,1.352409999999999,2.2596206976389066,0.18163451820703927,1.9213368164835483,2.5523721397602466
72,1349.0,1351.0,4063,4268,1,20.6,35.78627101941748,2.776254689566541,27.77125000000001,39.37031,-0.5678096601941748,1.0509535931083542,-2.932229999999997,1.7690599999999996,1.9881100349792418,0.24841563006422357,1.4497915463781907,2.363133311917765
73,1363.0,1373.0,4104,4304,1,20.1,45.16011781094527,7.192246328740123,31.921679999999995,56.11247000000003,1.1475859701492535,1.0411768726415132,-1.3454200000000007,2.8094499999999982,2.626299151011941,0.2757055606222552,1.789432367450633,3.033424272270597
74,1403.0,1409.0,4276,4486,1,21.1,28.774721421800947,1.5556936115458644,25.855079999999987,31.025390000000016,0.03684388625592401,0.8205960931909515,-1.9267199999999995,1.317610000000002,1.6373948189118035,0.08128299486204064,1.478516055185746,1.789367061242502
75,1409.0,1420.0,4289,4502,1,21.400000000000002,17.135359392523362,1.7846875160236217,14.294010000000014,22.302780000000006,-0.329876214953271,1.1925800268385254,-2.6317200000000014,2.242250000000002,0.9557502890743669,0.12280255027307718,0.7940410586218608,1.2014557904881884
76,1420.0,1422.0,4308,4510,1,20.3,36.81907487684729,4.360742757496761,28.738510000000005,41.72390999999999,0.2677512807881774,1.6655169523569875,-3.3736500000000014,4.06588,2.083605744960407,0.22218496955847603,1.7007810636472978,2.5484379944391433
77,1903.0,1916.0,5968,6187,1,22.0,38.72318799999999,3.3222520001421807,34.02451000000001,46.21485999999999,0.29843477272727265,1.4178705915521994,-4.4078599999999994,3.1837599999999995,2.4253559740491015,0.2724329159668402,1.831615355370754,2.9483355588597284
78,1916.0,1924.0,5986,6216,1,23.1,32.98385774891774,2.4358551247592124,29.890389999999996,38.030430000000024,-0.05178225108225099,1.2761161639822414,-2.7162599999999983,2.7033700000000014,2.078492852766205,0.1467583745446083,1.8619544855758203,2.4160738565763147
79,1924.0,1930.0,6002,6237,1,23.6,30.74647809322034,5.045701996638899,22.54688999999999,38.83557999999999,0.48091127118644067,1.387755233698546,-5.694499999999998,3.176259999999999,2.0192002655299097,0.3562695448901377,1.1924735327686615,2.5518547406228045
80,1930.0,1942.0,6036,6263,1,22.8,53.960559385964906,4.738589425931756,48.745240000000024,63.70494000000002,0.3315234649122806,1.2728488570052854,-2.621689999999999,3.0805799999999994,3.675419596672886,0.4967178495662272,3.030476917270273,4.652095106401926
81,1942.0,1948.0,6077,6302,1,22.6,40.63303473451328,11.12992246747984,29.19604000000004,66.75149,-1.5102790265486727,2.0660518506221544,-6.758189999999999,2.9745300000000015,2.4641071752594708,0.4455452264176269,1.9218144995021678,3.309374591566149
82,1948.0,1955.0,6092,6323,1,23.200000000000003,30.465756896551724,2.4323445536168045,25.364819999999995,34.86541999999997,0.07023612068965518,1.3017341884825264,-2.55236,2.4013600000000004,1.9550450114101299,0.3471794649050051,1.4062650044864091,2.6235369566086506
83,1955.0,1962.0,6119,6342,1,22.400000000000002,50.02561584821428,5.636558929669164,39.85032000000001,58.61928999999998,0.3817020535714285,2.552636877325386,-5.827620000000001,3.392190000000001,3.2948167303531517,0.38589433915189425,2.659343312678721,4.106485900216922
84,1962.0,1972.0,6133,6379,1,24.700000000000003,29.761363724696352,5.598304063561186,21.581999999999994,39.37669999999997,0.6172528744939271,1.2313429548946386,-1.6424900000000004,3.664649999999998,2.06549206236713,0.49137313339954314,1.3196697898988936,2.798848106324975
85,1989.0,1999.0,6227,6437,1,21.1,42.656302322274875,2.3015028959765496,40.02632,48.10137000000003,0.2263139810426539,1.022200833465106,-2.284419999999999,2.6408299999999993,2.573021570485851,0.3315625486764192,2.212428800574797,3.3787423731485675
86,1999.0,2009.0,6249,6470,1,22.200000000000003,38.788347702702694,3.7099000002678064,32.84113000000002,46.38120999999998,-0.20659981981981984,1.6708589401063454,-4.51266,3.0453100000000006,2.353754548948622,0.2064966559771493,2.0299184018180885,2.973018832228415
87,2009.0,2017.0,6271,6491,1,22.1,35.639065746606335,1.7917274257413862,32.49338,39.566419999999994,-0.2805219004524887,0.9798937248437931,-2.5205400000000004,1.446390000000001,2.1549826473957947,0.13594232914224905,1.948348422396013,2.4882681144074077
88,2017.0,2020.0,6280,6513,1,23.400000000000002,14.555522606837608,1.873257952408129,11.088239999999985,18.140240000000006,-0.09636371794871798,0.936965981889083,-2.056139999999999,2.3825900000000004,0.8815395136879537,0.08149259325741852,0.7363136137000232,1.0435787708180975
89,2020.0,2021.0,6302,6522,1,22.1,36.38715945701358,3.879084474164927,30.381849999999986,43.337379999999996,-0.31407230769230765,1.3365454564648882,-2.9434199999999997,2.81841,2.1804276087239347,0.1606207370147651,1.9062064449380485,2.5191140447951286
90,2021.0,2028.0,6316,6543,1,22.8,23.229307631578944,3.5679308124854363,17.300750000000022,28.400079999999974,-0.0878503070175439,1.4597653743827586,-2.695080000000001,3.674339999999999,1.4073716379789218,0.1993115854850741,1.0471021897898494,1.6826624639553762
91,2028.0,2036.0,6344,6560,1,21.700000000000003,43.90389732718894,3.362706053779816,35.410529999999994,50.38681,-0.7002851612903224,1.5856333821539614,-3.6400900000000007,1.945479999999998,2.6154377345574122,0.18363586549361036,2.240472282716669,2.8936282300520775
92,2036.0,2046.0,6369,6582,1,21.400000000000002,55.48337411214954,4.7659367120331675,48.013090000000005,62.91164999999995,0.5431263551401867,0.9214960246189802,-2.2038500000000028,2.8629700000000025,3.4867980550429376,0.2810317643887933,2.709295477162412,4.022717014309096
93,2046.0,2054.0,6382,6616,1,23.5,19.46337165957447,2.424408676403516,16.5313,25.714669999999956,0.2043873617021276,1.1193867005405604,-2.8776600000000023,2.7937200000000004,1.2248909638167784,0.148684290926643,0.9918100971160357,1.5679668983691017
94,2054.0,2057.0,6399,6631,1,23.3,24.797341845493566,2.0330075960191847,22.148959999999988,31.099550000000008,-0.29924055793991416,1.0488688149134628,-3.0156600000000005,1.5620100000000008,1.5341029473214425,0.11324608698763373,1.362187552614933,1.9034196758408304
95,2057.0,2066.0,6423,6644,1,22.200000000000003,55.33599198198198,8.878456738379443,39.906890000000004,69.12617,1.2581804954954954,1.1933608763402144,-2.3322000000000003,3.997060000000001,3.7166075324144137,0.535023324595417,2.1712135356016287,4.507782599764589
96,2066.0,2074.0,6467,6689,1,22.3,45.90810847533633,8.095676697165203,35.462170000000015,64.5204,-1.2917373542600894,1.6362096323942223,-4.634929999999999,1.388860000000001,2.8195283236589215,0.5318716210462088,2.137577632105929,3.7133017332470812
97,2074.0,2080.0,6487,6711,1,22.5,28.671496622222225,3.4124791153243113,23.25497999999999,36.98075,-0.380547911111111,1.6870557489953624,-2.5100299999999987,4.44875,1.7271887299322728,0.17355184886979963,1.4084236986755023,2.266843136708555
98,2080.0,2084.0,6504,6728,1,22.5,25.95436364444445,4.5041738453048215,15.156279999999981,30.464079999999996,-0.6623246666666666,1.125586900966188,-2.9651700000000023,1.7101099999999985,1.5222231499346754,0.2956828201990976,0.9205329225955184,1.9752422480620155
99,2094.0,2096.0,6551,6773,1,22.3,29.49748165919283,3.193371394830181,24.126070000000027,39.057539999999996,-0.6800903587443947,1.6807275428372945,-4.26591,3.3686500000000006,1.7489080184141421,0.1455289283272349,1.5514329145779822,2.2189259462944593
100,2115.0,2123.0,6640,6862,1,22.3,43.28346058295965,3.5581159468667125,37.53832999999997,48.29716000000002,-0.18969399103139,1.2145823900182184,-3.26661,2.0435700000000008,2.716426931214715,0.3123071425868778,2.287079274649243,3.4491426083209418
101,2123.0,2129.0,6653,6889,1,23.700000000000003,19.188604810126584,0.8926303206553271,17.053549999999973,21.2673,-0.17164759493670884,0.7367114895844756,-2.0070300000000003,1.4922500000000003,1.1906297333111753,0.08196902201307568,1.034439984034724,1.407462404832316
102,2129.0,2137.0,6673,6899,1,22.700000000000003,28.0353736123348,2.1669587750003076,22.62133,30.493980000000008,-0.35480365638766526,0.8658585470644246,-2.432459999999999,1.6495200000000008,1.693774847361507,0.17583412898866027,1.3099596953924195,2.040613524196312
103,2137.0,2142.0,6696,6912,1,21.700000000000003,35.15236649769585,1.6375980730352997,31.593520000000012,38.4725,-0.02715930875576037,1.0202371087637425,-1.9879400000000018,2.39025,2.0979647274814357,0.11277410169300353,1.9042377636137844,2.3567161283483635
104,2153.0,2157.0,6742,7004,1,26.3,27.882410798479086,3.472879564107453,21.32049999999998,34.879700000000014,0.08301570342205329,1.61875067311059,-2.2317099999999996,4.576659999999999,1.9939319925875876,0.26027347820526775,1.5787232915337903,2.715375126614994
105,2157.0,2170.0,6780,7026,1,24.700000000000003,56.94516044534413,4.615808644519182,49.00089000000003,64.76852,0.07075769230769223,1.7469041595871633,-2.987729999999999,3.3538300000000003,4.119050123932903,0.3037144586559155,3.5762511573830524,4.699121007863122
106,2170.0,2179.0,6805,7066,1,26.200000000000003,34.05665129770993,2.796639222597106,28.917370000000005,39.31006000000002,-0.043540419847328184,1.3454081077295765,-2.7369000000000003,3.036439999999999,2.459669862459947,0.16634722643030456,2.135038377240602,2.8137143885948728
107,2179.0,2183.0,6845,7095,1,25.1,32.009311832669326,11.736850077071022,18.299919999999986,59.030800000000006,-1.648599003984064,1.4321661319944958,-6.489639999999998,2.2038100000000007,2.0522342717516633,0.5713157807665629,1.3891340445877258,3.492327455121369
108,2183.0,3353.0,6887,7110,1,22.400000000000002,55.75062517857143,9.054916124432417,38.29485999999997,69.77989,-1.4237805803571428,1.1983994282546957,-4.194649999999999,0.5639899999999987,3.4328910670786263,0.36377077028585214,2.540542010813678,3.845217948131547
109,3353.0,2200.0,6903,7135,1,23.3,24.308438454935622,3.478648059973604,19.608060000000023,31.70324,-0.48108424892703855,1.0130409688424213,-2.697400000000002,2.413520000000002,1.4928075597058426,0.14347728718471214,1.194002940262822,1.7613565108026774
